Invoice Number,Customer ID,Ship To ID,Salesperson ID,Order Number,Customer PO Number,Order Date,Requested Ship Date,Promised Ship Date,Actual Ship Date,Invoice Date,Invoice Discount %
75089,101030,220333,401021,309007,175210,2/19/2013,3/17/2013,4/27/2013,4/27/2013,4/27/2013,0.15
75339,101034,230596,401032,310007,175777,8/31/2013,9/2/2013,10/4/2013,10/4/2013,10/4/2013,0.15
75590,101038,220374,401048,311008,176342,11/25/2014,12/4/2014,12/8/2014,12/8/2014,12/8/2014,0
75836,101082,220461,401030,312003,176905,4/28/2013,5/20/2013,5/30/2013,5/30/2013,5/30/2013,0
76073,101141,210180,401034,313004,177473,3/20/2013,4/5/2013,5/17/2013,5/17/2013,5/17/2013,0.15
76319,101070,220432,401057,314003,178046,5/26/2013,5/28/2013,6/14/2013,6/14/2013,6/14/2013,0
76551,101135,210172,401028,315007,178613,10/2/2013,10/18/2013,11/11/2013,11/15/2013,11/18/2013,0.07
76790,101090,230830,401059,316010,179174,3/29/2014,4/8/2014,5/13/2014,5/13/2014,5/13/2014,0
77286,101081,210101,401061,318007,180310,2/21/2013,3/15/2013,4/9/2013,4/9/2013,4/9/2013,0
77518,101031,230545,401035,319001,180879,4/29/2013,5/8/2013,6/3/2013,6/3/2013,6/3/2013,0
77778,101030,220321,401021,320003,181451,8/23/2013,9/6/2013,9/19/2013,9/19/2013,9/19/2013,0
78019,101031,230577,401035,321003,182018,12/21/2013,1/11/2014,1/13/2014,1/13/2014,1/13/2014,0.15
78256,101031,230555,401035,322004,182587,1/7/2014,1/11/2014,1/25/2014,1/25/2014,1/25/2014,0.12
78509,101030,220322,401021,323008,183142,5/31/2014,6/5/2014,6/19/2014,6/19/2014,6/23/2014,0.15
78741,101002,220281,401036,324002,183720,8/19/2013,9/15/2013,9/25/2013,9/25/2013,9/25/2013,0
79223,101035,220354,401063,326005,184847,12/13/2013,12/21/2013,12/25/2013,12/25/2013,12/25/2013,0
79468,101090,230845,401059,327004,185422,12/27/2013,12/27/2013,1/10/2014,1/10/2014,1/10/2014,0.15
79720,101124,210153,401019,328005,185983,7/27/2014,8/11/2014,8/28/2014,8/28/2014,8/28/2014,0
80440,101134,210170,401028,331006,187688,1/11/2014,1/18/2014,1/18/2014,1/18/2014,1/18/2014,0
80678,101085,230771,401044,332002,188251,5/2/2013,5/3/2013,6/10/2013,6/10/2013,6/10/2013,0
81424,101004,220293,401030,335003,189950,5/12/2013,6/10/2013,6/23/2013,6/23/2013,6/23/2013,0
81657,101069,230659,401023,336002,190513,7/10/2014,8/7/2014,8/27/2014,8/27/2014,8/27/2014,0.15
82144,101069,230651,401023,338002,191648,4/13/2013,5/2/2013,5/5/2013,5/5/2013,5/5/2013,0
82396,101069,230666,401023,339008,192219,4/30/2013,5/8/2013,6/6/2013,6/6/2013,6/6/2013,0
82627,101090,230815,401059,340003,192790,11/6/2013,11/30/2013,12/5/2013,12/5/2013,12/5/2013,0
82864,101118,210144,401034,341007,193357,1/26/2013,1/28/2013,3/9/2013,3/9/2013,3/9/2013,0
83357,101090,230861,401059,343004,194490,3/13/2014,3/22/2014,4/10/2014,4/10/2014,4/10/2014,0.15
83608,101155,210200,401049,344009,195049,4/11/2014,4/18/2014,5/20/2014,5/20/2014,5/20/2014,0
83848,101031,230543,401035,345002,195619,3/1/2014,3/13/2014,4/15/2014,4/15/2014,4/15/2014,0
84090,101019,210028,401049,346006,196194,1/29/2014,2/6/2014,2/15/2014,2/15/2014,2/15/2014,0
84583,101073,230735,401020,348005,197322,12/17/2013,1/11/2014,1/28/2014,1/28/2014,1/28/2014,0
84815,101057,210070,401055,349002,197890,8/29/2014,9/24/2014,10/14/2014,10/14/2014,10/14/2014,0.15
85063,101057,210070,401055,350002,198453,6/23/2013,7/13/2013,7/13/2013,7/13/2013,7/13/2013,0
85295,101069,230683,401023,351010,199021,1/8/2013,1/22/2013,2/27/2013,2/27/2013,2/27/2013,0
85789,101085,230764,401044,353004,200157,1/29/2014,2/4/2014,3/8/2014,3/8/2014,3/8/2014,0
86034,101069,230659,401023,354002,200721,5/10/2014,6/1/2014,7/13/2014,7/13/2014,7/13/2014,0.15
86279,101085,230773,401044,355001,201291,9/10/2014,9/29/2014,10/20/2014,10/20/2014,10/20/2014,0
86514,101197,210257,401022,356009,201863,6/2/2013,6/16/2013,7/2/2013,7/2/2013,7/2/2013,0
87014,101179,210232,401034,358002,202994,8/31/2013,9/19/2013,10/9/2013,10/9/2013,10/9/2013,0
87239,101038,220372,401048,359009,203559,9/7/2014,9/22/2014,10/16/2014,10/16/2014,10/16/2014,0
87729,101035,220363,401063,361007,204692,9/7/2014,10/5/2014,10/6/2014,10/6/2014,10/6/2014,0
87980,101034,230621,401032,362003,205259,9/21/2014,10/11/2014,10/14/2014,10/14/2014,10/14/2014,0.15
88219,101086,220472,401021,363007,205834,8/19/2013,8/19/2013,9/3/2013,9/3/2013,9/3/2013,0
88459,101069,230649,401023,364004,206392,11/6/2014,11/15/2014,12/23/2014,12/23/2014,12/23/2014,0
88712,101090,230841,401059,365005,206962,1/8/2013,1/31/2013,3/1/2013,3/1/2013,3/1/2013,0
88956,101073,230749,401020,366009,207527,5/23/2014,6/7/2014,6/15/2014,6/15/2014,6/15/2014,0
89185,101184,210238,401046,367009,208099,1/31/2014,3/1/2014,3/11/2014,3/11/2014,3/11/2014,0
89434,101031,230563,401035,368009,208663,1/22/2013,2/1/2013,3/15/2013,3/15/2013,3/15/2013,0
89674,101085,230804,401044,369002,209235,5/14/2014,5/21/2014,6/10/2014,6/10/2014,6/10/2014,0
89913,101085,230770,401044,370004,209798,11/11/2013,11/11/2013,12/10/2013,12/10/2013,12/10/2013,0.15
90653,101004,220290,401030,373010,211496,12/29/2013,1/22/2014,3/5/2014,3/5/2014,3/5/2014,0.15
90899,101023,210033,401043,374004,212071,6/3/2014,6/17/2014,6/27/2014,6/27/2014,6/27/2014,0.15
91141,101069,230688,401023,375001,212633,4/17/2014,5/8/2014,6/15/2014,6/15/2014,6/15/2014,0.15
91385,101136,210173,401019,376008,213205,2/13/2013,2/28/2013,3/5/2013,3/5/2013,3/5/2013,0
91628,101093,220493,401045,377007,213766,7/29/2014,8/23/2014,8/25/2014,8/25/2014,8/27/2014,0.15
91869,101073,230720,401020,378002,214327,9/17/2014,10/16/2014,10/17/2014,10/17/2014,10/17/2014,0
92106,101077,210095,401013,379001,214894,10/17/2014,10/31/2014,12/14/2014,12/14/2014,12/14/2014,0
92354,101033,220345,401021,380007,215466,8/24/2013,9/16/2013,10/22/2013,10/22/2013,10/22/2013,0.15
92584,101069,230662,401023,381001,216036,5/22/2013,6/7/2013,7/8/2013,7/8/2013,7/8/2013,0
93077,101086,220478,401021,383002,217173,6/15/2013,6/17/2013,7/25/2013,7/25/2013,7/25/2013,0.15
93332,101034,230615,401032,384002,217731,11/29/2014,12/25/2014,12/31/2014,12/31/2014,12/31/2014,0
93559,101035,220356,401063,385001,218308,5/14/2014,5/20/2014,6/7/2014,6/7/2014,6/7/2014,0.15
93812,101149,210191,401016,386005,218872,7/27/2013,7/27/2013,8/11/2013,8/11/2013,8/11/2013,0
94045,101069,230653,401023,387006,219434,5/31/2014,6/3/2014,7/8/2014,7/8/2014,7/8/2014,0
94298,101014,210019,401049,388004,220001,12/9/2012,1/1/2013,2/14/2013,2/14/2013,2/14/2013,0.15
94537,101034,230631,401032,389001,220576,11/28/2013,12/22/2013,2/2/2014,2/2/2014,2/2/2014,0
94784,101090,230876,401059,390005,221140,7/2/2014,7/7/2014,8/1/2014,8/1/2014,8/1/2014,0
95023,101169,210220,401013,391001,221703,4/8/2014,4/18/2014,4/28/2014,4/28/2014,4/28/2014,0.07
95264,101069,230648,401023,392002,222277,8/5/2013,8/11/2013,9/14/2013,9/14/2013,9/14/2013,0
95516,101034,230606,401032,393004,222832,11/6/2014,11/24/2014,12/12/2014,12/12/2014,12/12/2014,0
95747,101069,230688,401023,394007,223408,1/1/2013,1/7/2013,1/13/2013,1/13/2013,1/13/2013,0
95993,101073,230748,401020,395008,223967,3/4/2013,3/17/2013,4/24/2013,4/24/2013,4/24/2013,0
96237,101083,210102,401055,396008,224540,2/25/2013,3/6/2013,4/1/2013,4/1/2013,4/1/2013,0
96491,101140,210179,401019,397004,225109,12/11/2013,12/13/2013,1/24/2014,1/24/2014,1/26/2014,0
96720,101033,220350,401021,398010,225668,6/21/2014,6/25/2014,7/26/2014,7/26/2014,7/26/2014,0
96965,101004,220301,401030,399009,226244,3/25/2014,4/4/2014,5/14/2014,5/14/2014,5/14/2014,0
97211,101082,220460,401030,400003,226813,6/14/2013,7/3/2013,7/12/2013,7/12/2013,7/12/2013,0.15
97687,101014,210019,401049,402001,227946,4/23/2014,4/25/2014,5/24/2014,5/24/2014,5/24/2014,0
97934,101151,210193,401028,403006,228502,2/1/2014,2/13/2014,2/15/2014,2/15/2014,2/15/2014,0
98175,101090,230871,401059,404008,229075,12/31/2013,1/1/2014,1/24/2014,1/24/2014,1/24/2014,0
98416,101034,230627,401032,405009,229645,12/12/2012,1/1/2013,1/18/2013,1/18/2013,1/18/2013,0
98669,101022,210032,401055,406009,230203,3/28/2013,3/30/2013,4/25/2013,4/25/2013,4/25/2013,0
98919,101073,230754,401020,407001,230780,7/31/2014,8/7/2014,9/15/2014,9/15/2014,9/15/2014,0
99148,101069,230659,401023,408003,231349,6/19/2013,7/15/2013,8/8/2013,8/8/2013,8/8/2013,0.15
99402,101096,220504,401027,409002,231914,6/17/2014,6/30/2014,7/23/2014,7/23/2014,7/23/2014,0
99645,101090,230829,401059,410005,232483,2/9/2014,2/17/2014,3/13/2014,3/13/2014,3/13/2014,0
99882,101031,230541,401035,411009,233039,7/3/2013,7/19/2013,7/31/2013,7/31/2013,7/31/2013,0.15
100135,101198,210260,401007,412002,233613,6/6/2013,6/25/2013,6/29/2013,6/29/2013,6/29/2013,0
100372,101090,230833,401059,413005,234173,8/26/2013,9/19/2013,9/21/2013,9/21/2013,9/21/2013,0
101108,101034,230627,401032,416009,235885,1/14/2014,1/20/2014,1/23/2014,1/23/2014,1/23/2014,0.04
101339,101073,230708,401020,417008,236446,9/3/2013,9/3/2013,10/7/2013,10/7/2013,10/7/2013,0
101590,101033,220348,401021,418004,237013,2/21/2014,3/7/2014,3/23/2014,3/23/2014,3/23/2014,0
101821,101085,230794,401044,419008,237583,10/22/2014,10/28/2014,11/11/2014,11/11/2014,11/11/2014,0.15
102323,101031,230546,401035,421010,238713,6/22/2013,7/10/2013,8/5/2013,8/5/2013,8/5/2013,0
102557,101085,230813,401044,422005,239278,4/4/2013,4/14/2013,4/25/2013,4/25/2013,4/25/2013,0.1
102803,101073,230721,401020,423010,239851,1/16/2013,1/22/2013,2/15/2013,2/15/2013,2/18/2013,0
103040,101069,230670,401023,424008,240415,4/1/2014,4/14/2014,4/23/2014,4/23/2014,4/23/2014,0
103277,101085,230760,401044,425006,240985,4/14/2014,4/23/2014,5/11/2014,5/11/2014,5/11/2014,0
103536,101090,230859,401059,426004,241554,7/21/2014,7/30/2014,8/9/2014,8/9/2014,8/9/2014,0
103765,101034,230600,401032,427006,242116,2/25/2014,2/28/2014,3/21/2014,3/21/2014,3/21/2014,0.15
104263,101180,210233,401046,429008,243247,3/9/2013,4/7/2013,4/26/2013,4/26/2013,4/26/2013,0
104505,101067,210085,401028,430006,243815,10/6/2014,10/23/2014,11/14/2014,11/14/2014,11/14/2014,0
104745,101031,230573,401035,431010,244386,6/18/2014,7/8/2014,7/25/2014,7/25/2014,7/25/2014,0.15
104981,101035,220353,401063,432002,244953,10/7/2014,10/15/2014,10/17/2014,10/17/2014,10/17/2014,0.15
105222,101073,230748,401020,433008,245519,8/19/2013,8/26/2013,9/22/2013,9/22/2013,9/22/2013,0.15
105476,101031,230546,401035,434001,246081,12/25/2013,1/8/2014,1/25/2014,1/25/2014,1/25/2014,0
105725,101085,230766,401044,435009,246657,12/30/2013,1/5/2014,2/2/2014,2/10/2014,2/12/2014,0.15
105967,101069,230684,401023,436007,247222,1/5/2013,1/14/2013,2/3/2013,2/3/2013,2/3/2013,0
106200,101073,230754,401020,437003,247785,7/26/2013,8/7/2013,9/5/2013,9/5/2013,9/5/2013,0.15
106442,101070,220441,401057,438003,248347,6/27/2013,7/20/2013,7/31/2013,7/31/2013,7/31/2013,0
106689,101086,220480,401021,439010,248917,7/4/2014,7/18/2014,8/28/2014,8/28/2014,8/28/2014,0
106936,101031,230583,401035,440001,249488,5/15/2014,5/27/2014,7/1/2014,7/1/2014,7/4/2014,0
107167,101033,220343,401021,441006,250056,11/25/2013,11/27/2013,12/16/2013,12/16/2013,12/16/2013,0.15
107425,101073,230746,401020,442006,250618,7/28/2014,8/6/2014,8/7/2014,8/7/2014,8/7/2014,0.15
107669,101085,230795,401044,443008,251188,6/26/2013,7/18/2013,8/23/2013,8/23/2013,8/23/2013,0
107906,101198,210259,401007,444006,251752,12/15/2013,12/28/2013,1/14/2014,1/14/2014,1/14/2014,0
108398,101114,210139,401055,446006,252887,12/13/2013,1/9/2014,2/7/2014,2/7/2014,2/7/2014,0
108636,101069,230680,401023,447006,253451,2/9/2014,3/4/2014,4/6/2014,4/6/2014,4/6/2014,0
108881,101031,230590,401035,448007,254019,4/25/2014,5/23/2014,6/14/2014,6/14/2014,6/14/2014,0.15
109853,101170,210221,401049,452004,256285,12/30/2012,1/8/2013,2/19/2013,2/19/2013,2/19/2013,0.15
110084,101015,210021,401055,453002,256862,8/30/2013,9/28/2013,10/8/2013,10/8/2013,10/8/2013,0.15
110336,101073,230709,401020,454009,257420,6/26/2014,6/26/2014,7/9/2014,7/9/2014,7/9/2014,0
110580,101069,230696,401023,455010,257997,6/6/2014,6/29/2014,8/10/2014,8/10/2014,8/10/2014,0
111060,101031,230564,401035,457004,259130,9/4/2014,9/19/2014,9/27/2014,9/27/2014,9/27/2014,0
111302,101069,230647,401023,458001,259691,5/14/2013,5/19/2013,5/28/2013,5/28/2013,5/28/2013,0
111557,101034,230635,401032,459003,260266,9/6/2013,9/19/2013,10/14/2013,10/14/2013,10/17/2013,0
112036,101050,210061,401028,461004,261391,3/2/2013,3/19/2013,4/13/2013,4/13/2013,4/13/2013,0
112283,101085,230778,401044,462003,261958,2/10/2014,3/6/2014,4/3/2014,4/3/2014,4/3/2014,0.15
112510,101065,220427,401051,463001,262530,1/10/2014,1/23/2014,2/18/2014,2/18/2014,2/18/2014,0.15
112764,101065,220419,401051,464009,263096,4/14/2014,4/26/2014,5/27/2014,5/27/2014,5/27/2014,0
113011,101072,210088,401043,465005,263661,6/28/2013,7/21/2013,8/16/2013,8/16/2013,8/16/2013,0
113247,101070,220430,401057,466002,264227,8/11/2014,8/18/2014,9/10/2014,9/10/2014,9/10/2014,0
113498,101034,230640,401032,467001,264796,4/15/2014,5/6/2014,6/6/2014,6/6/2014,6/9/2014,0
113981,101034,230622,401032,469006,265926,6/16/2013,6/29/2013,8/11/2013,8/12/2013,8/12/2013,0
114226,101085,230768,401044,470005,266495,8/2/2014,8/2/2014,8/2/2014,8/2/2014,8/2/2014,0
114456,101086,220477,401021,471004,267069,1/15/2014,2/6/2014,2/12/2014,2/12/2014,2/12/2014,0.15
114700,101085,230807,401044,472007,267627,6/28/2014,6/29/2014,8/7/2014,8/7/2014,8/7/2014,0
114945,101030,220324,401021,473008,268199,9/4/2014,9/23/2014,10/14/2014,10/14/2014,10/14/2014,0.15
115439,101086,220478,401021,475007,269335,2/24/2013,3/10/2013,3/15/2013,3/15/2013,3/15/2013,0.15
115924,101127,210159,401019,477004,270463,9/10/2014,9/16/2014,10/22/2014,10/22/2014,10/22/2014,0
116409,101011,210015,401007,479010,271600,5/8/2014,5/14/2014,5/16/2014,5/16/2014,5/16/2014,0
116657,101011,210015,401007,480006,272167,10/6/2014,10/14/2014,11/23/2014,11/23/2014,11/23/2014,0
116890,101035,220367,401063,481005,272738,2/28/2014,3/25/2014,5/1/2014,5/1/2014,5/1/2014,0
117145,101002,220273,401036,482008,273300,9/6/2014,9/27/2014,11/1/2014,11/1/2014,11/1/2014,0
117388,101199,210261,401049,483004,273872,10/20/2013,11/16/2013,12/6/2013,12/8/2013,12/8/2013,0
117619,101156,210201,401058,484002,274436,4/11/2013,4/26/2013,5/2/2013,5/2/2013,5/2/2013,0
117873,101128,210160,401052,485002,275008,6/25/2014,6/27/2014,7/14/2014,7/14/2014,7/14/2014,0
118117,101069,230681,401023,486007,275571,3/17/2014,3/19/2014,3/30/2014,3/30/2014,3/30/2014,0
118592,101085,230810,401044,488005,276700,8/18/2014,8/23/2014,9/11/2014,9/11/2014,9/11/2014,0
118829,101165,210214,401034,489003,277265,9/16/2013,9/20/2013,9/20/2013,9/20/2013,9/20/2013,0
119082,101085,230760,401044,490010,277836,9/5/2013,9/24/2013,10/3/2013,10/3/2013,10/3/2013,0
119329,101069,230655,401023,491007,278405,6/7/2013,6/29/2013,7/12/2013,7/19/2013,7/19/2013,0
119815,101069,230655,401023,493004,279540,12/6/2013,12/17/2013,12/26/2013,12/26/2013,12/26/2013,0.15
120287,101065,220428,401051,495003,280674,10/2/2013,10/3/2013,10/26/2013,10/26/2013,10/27/2013,0
120775,101082,220455,401030,497009,281806,9/24/2013,10/8/2013,10/23/2013,10/23/2013,10/23/2013,0
121018,101073,230711,401020,498005,282379,1/15/2014,1/21/2014,3/2/2014,3/3/2014,3/3/2014,0
121264,101085,230774,401044,499004,282941,6/17/2014,7/1/2014,7/28/2014,7/28/2014,7/28/2014,0
121508,101034,230630,401032,500004,283507,12/22/2013,12/24/2013,1/25/2014,1/25/2014,1/25/2014,0
121987,101030,220330,401021,502007,284638,9/25/2013,10/8/2013,10/11/2013,10/11/2013,10/11/2013,0
122489,101069,230652,401023,504003,285780,1/25/2013,2/17/2013,3/11/2013,3/11/2013,3/11/2013,0
122725,101069,230668,401023,505003,286341,1/3/2014,1/17/2014,2/15/2014,2/15/2014,2/15/2014,0
122970,101073,230719,401020,506001,286912,4/25/2014,5/14/2014,5/20/2014,5/20/2014,5/20/2014,0.15
123215,101085,230771,401044,507003,287476,8/6/2014,8/19/2014,9/15/2014,9/15/2014,9/15/2014,0.15
123460,101069,230661,401023,508007,288040,11/13/2013,11/22/2013,12/24/2013,12/24/2013,12/24/2013,0
123693,101019,210028,401049,509008,288610,5/3/2014,6/1/2014,7/15/2014,7/15/2014,7/15/2014,0
123935,101113,210138,401043,510007,289178,3/28/2014,4/18/2014,5/15/2014,5/15/2014,5/15/2014,0.15
124190,101070,220442,401057,511004,289750,1/14/2014,1/17/2014,2/6/2014,2/6/2014,2/6/2014,0
124417,101033,220338,401021,512008,290310,7/24/2013,8/4/2013,8/21/2013,8/21/2013,8/24/2013,0
124674,101086,220467,401021,513008,290880,6/27/2013,7/23/2013,7/24/2013,7/30/2013,7/30/2013,0
124914,101031,230588,401035,514009,291441,7/28/2013,8/14/2013,8/29/2013,8/29/2013,8/29/2013,0
125400,101071,210087,401049,516003,292584,4/11/2013,4/17/2013,5/25/2013,5/25/2013,5/25/2013,0
125640,101031,230583,401035,517003,293140,10/26/2013,11/15/2013,12/26/2013,12/26/2013,12/26/2013,0
125893,101096,220519,401027,518001,293718,7/20/2014,8/4/2014,8/9/2014,8/9/2014,8/9/2014,0
126124,101069,230701,401023,519002,294284,4/9/2014,4/25/2014,5/16/2014,5/16/2014,5/16/2014,0.15
126362,101038,220375,401048,520005,294846,4/10/2014,5/8/2014,5/17/2014,5/17/2014,5/17/2014,0
126853,101034,230644,401032,522002,295981,8/14/2014,9/2/2014,9/13/2014,9/13/2014,9/15/2014,0
127594,101090,230846,401059,525002,297678,7/24/2013,8/9/2013,8/29/2013,8/29/2013,8/29/2013,0
127829,101031,230571,401035,526004,298248,4/12/2013,4/14/2013,5/22/2013,5/22/2013,5/22/2013,0
128080,101004,220284,401030,527008,298813,4/27/2014,5/17/2014,6/6/2014,6/6/2014,6/6/2014,0
128309,101105,210127,401061,528008,299389,5/15/2014,5/27/2014,6/27/2014,6/27/2014,6/27/2014,0
128795,101060,210075,401019,530005,300512,11/19/2014,12/8/2014,12/31/2014,12/31/2014,12/31/2014,0
129047,101073,230723,401020,531007,301087,9/20/2014,10/12/2014,11/5/2014,11/5/2014,11/7/2014,0
129296,101098,220526,401057,532004,301655,10/25/2014,11/10/2014,11/18/2014,11/18/2014,11/18/2014,0.15
129539,101180,210233,401046,533001,302217,12/25/2012,1/1/2013,2/3/2013,2/3/2013,2/3/2013,0
129777,101129,210162,401028,534008,302785,7/13/2013,8/5/2013,8/21/2013,8/21/2013,8/21/2013,0
130013,101130,210163,401049,535007,303355,6/5/2013,6/28/2013,7/23/2013,7/23/2013,7/23/2013,0
130255,101034,230599,401032,536010,303919,1/29/2014,2/10/2014,3/4/2014,3/4/2014,3/4/2014,0.15
130497,101090,230866,401059,537005,304488,3/31/2014,4/12/2014,4/18/2014,4/18/2014,4/18/2014,0
130741,101048,210058,401007,538007,305056,4/22/2014,5/16/2014,6/24/2014,6/24/2014,6/24/2014,0.11
130980,101090,230844,401059,539009,305619,11/4/2013,11/9/2013,12/23/2013,12/23/2013,12/23/2013,0
131227,101031,230566,401035,540008,306182,11/30/2012,1/1/2013,1/28/2013,1/28/2013,1/28/2013,0
131471,101002,220282,401036,541003,306759,3/20/2013,3/31/2013,4/18/2013,4/18/2013,4/18/2013,0.15
131718,101069,230689,401023,542003,307322,6/17/2014,7/10/2014,8/14/2014,8/14/2014,8/14/2014,0
132206,101121,210149,401004,544004,308457,6/2/2014,6/16/2014,7/8/2014,7/8/2014,7/8/2014,0
132679,101070,220438,401057,546004,309589,11/26/2013,11/27/2013,12/24/2013,12/24/2013,12/24/2013,0.15
132922,101090,230825,401059,547004,310156,2/4/2014,2/23/2014,3/30/2014,3/30/2014,3/30/2014,0.15
133169,101144,210184,401004,548010,310718,5/26/2013,6/2/2013,6/29/2013,6/29/2013,6/29/2013,0.06
133408,101044,220410,401051,549009,311295,6/28/2014,7/19/2014,8/11/2014,8/11/2014,8/11/2014,0
133662,101181,210234,401055,550002,311852,8/23/2013,8/24/2013,10/3/2013,10/3/2013,10/3/2013,0.15
133912,101069,230672,401023,551008,312421,4/25/2013,4/30/2013,5/1/2013,5/1/2013,5/1/2013,0
134155,101085,230786,401044,552005,312987,2/14/2013,3/10/2013,4/5/2013,4/5/2013,4/5/2013,0.15
134395,101072,210088,401043,553009,313561,5/28/2013,6/10/2013,6/26/2013,6/26/2013,6/26/2013,0
134637,101090,230820,401059,554010,314126,10/17/2014,10/24/2014,11/24/2014,11/24/2014,11/24/2014,0
134874,101002,220265,401036,555007,314698,11/21/2013,12/14/2013,12/23/2013,12/23/2013,12/23/2013,0.15
135121,101085,230783,401044,556001,315255,11/5/2013,11/13/2013,12/25/2013,12/25/2013,12/25/2013,0
135357,101034,230629,401032,557007,315828,11/13/2013,11/22/2013,12/21/2013,12/21/2013,12/21/2013,0.15
135608,101086,220466,401021,558001,316395,2/4/2014,3/3/2014,4/12/2014,4/12/2014,4/12/2014,0
135850,101030,220318,401021,559010,316960,1/12/2014,2/7/2014,3/16/2014,3/16/2014,3/16/2014,0
136083,101085,230791,401044,560002,317525,10/31/2014,11/15/2014,12/21/2014,12/21/2014,12/21/2014,0.15
136571,101135,210172,401028,562007,318658,10/13/2014,10/31/2014,11/4/2014,11/4/2014,11/4/2014,0
136824,101085,230810,401044,563003,319223,5/28/2013,5/29/2013,6/20/2013,6/23/2013,6/23/2013,0
137066,101033,220343,401021,564005,319798,5/27/2014,6/24/2014,6/29/2014,6/29/2014,6/29/2014,0
137311,101178,210231,401016,565005,320358,3/13/2013,3/22/2013,4/11/2013,4/11/2013,4/11/2013,0
137543,101139,210177,401061,566006,320930,4/11/2013,4/14/2013,4/29/2013,4/29/2013,4/29/2013,0
137797,101002,220272,401036,567010,321500,9/6/2014,9/12/2014,10/1/2014,10/1/2014,10/1/2014,0
138040,101006,210007,401007,568002,322065,12/4/2012,1/1/2013,1/8/2013,1/8/2013,1/8/2013,0
138278,101031,230557,401035,569002,322633,11/8/2013,12/3/2013,1/1/2014,1/1/2014,1/1/2014,0
138527,101069,230676,401023,570003,323200,12/23/2012,1/1/2013,1/20/2013,1/20/2013,1/20/2013,0.15
138762,101085,230788,401044,571009,323762,10/19/2013,10/19/2013,11/28/2013,11/28/2013,11/28/2013,0
139015,101096,220506,401027,572007,324327,8/26/2014,8/30/2014,9/23/2014,10/2/2014,10/2/2014,0
139500,101169,210219,401013,574010,325463,1/8/2014,1/12/2014,1/29/2014,1/29/2014,1/29/2014,0
139975,101033,220335,401021,576009,326605,11/30/2012,1/1/2013,1/16/2013,1/20/2013,1/20/2013,0
140455,101081,210100,401061,578004,327731,7/4/2014,7/11/2014,8/6/2014,8/6/2014,8/6/2014,0
140958,101073,230742,401020,580004,328869,5/28/2014,6/2/2014,7/7/2014,7/7/2014,7/7/2014,0
141186,101069,230657,401023,581010,329431,2/15/2014,3/12/2014,4/18/2014,4/18/2014,4/18/2014,0
141433,101111,210135,401019,582007,330004,9/25/2014,10/5/2014,10/12/2014,10/12/2014,10/12/2014,0
141672,101093,220484,401045,583003,330569,10/25/2014,11/1/2014,11/25/2014,11/25/2014,11/25/2014,0
141919,101092,210109,401049,584009,331137,5/20/2013,6/4/2013,6/14/2013,6/14/2013,6/14/2013,0.15
142167,101038,220380,401048,585002,331705,7/21/2014,7/24/2014,8/28/2014,8/28/2014,8/28/2014,0.15
142415,101069,230658,401023,586009,332264,9/11/2014,10/9/2014,10/10/2014,10/10/2014,10/10/2014,0.15
142649,101025,220307,401003,587008,332831,9/16/2014,9/23/2014,10/25/2014,10/25/2014,10/25/2014,0
143137,101193,210253,401049,589001,333974,12/2/2013,12/3/2013,12/3/2013,12/3/2013,12/3/2013,0
